cycle,capacity_ah,capacity_pct
118,1.412578792940193,70.62893964700964
119,1.4075983731469897,70.37991865734948
120,1.4333920485221476,71.66960242610739
121,1.4382550176792908,71.91275088396453
122,1.4173547174485526,70.86773587242763
123,1.406981663677643,70.34908318388216
124,1.4012037783587625,70.06018891793812
125,1.3967008232726328,69.83504116363164
126,1.391284788852726,69.5642394426363
127,1.3862287677978349,69.31143838989175
128,1.3804366761974138,69.02183380987069
129,1.3752364150256224,68.76182075128112
130,1.3705128024895008,68.52564012447505
131,1.3705085566270399,68.52542783135199
132,1.3647355108681518,68.23677554340759
133,1.375392016895762,68.7696008447881
134,1.3861115151535393,69.30557575767696
135,1.3698500035838939,68.49250017919469
136,1.3647827949260758,68.23913974630379
137,1.3543220466259964,67.71610233129982
138,1.3546417018378962,67.73208509189482
139,1.3547039213192407,67.73519606596203
140,1.349314997503458,67.4657498751729
141,1.3441891937970554,67.20945968985276
142,1.3389913790695755,66.94956895347877
143,1.3389145230206971,66.94572615103486
144,1.3340066759761655,66.70033379880827
145,1.3286444309174914,66.43222154587457
146,1.3231708992276219,66.1585449613811
147,1.3181691588445197,65.90845794222598
148,1.3184664436640334,65.92332218320168
149,1.318293040102702,65.9146520051351
150,1.323872422244268,66.19362111221339
151,1.3601216766554785,68.00608383277392
152,1.3395306867947354,66.97653433973677
153,1.3290286565120697,66.45143282560349
154,1.3236741274998955,66.18370637499478
155,1.318633896753293,65.93169483766465
156,1.3134751321324272,65.67375660662135
157,1.3132020634442203,65.66010317221101
158,1.3077959946944353,65.38979973472176
159,1.3030329186405918,65.1516459320296
160,1.3033573559038205,65.16786779519103
161,1.3034100438655642,65.17050219327821
162,1.2978870806495706,64.89435403247853
163,1.2980735056918902,64.90367528459451
164,1.293463613844243,64.67318069221216
165,1.288003392619118,64.4001696309559
166,1.2874525221379407,64.37262610689703
167,1.3090153642307354,65.45076821153677
168,1.3250793286429356,66.25396643214678
